3731 32
recentija_atr_funny_0 -0.019562852 -0.40658975 0.27248392 0.23647332 -0.46439886 -0.73158044 1.0571525 0.5348427 0.3800406 0.14194742 0.03612799 -0.2032113 0.5290968 -0.16886885 -0.42530045 -0.18997893 -0.3543654 1.2639725 0.32044905 0.04230316 0.040297654 0.276439 0.69820666 -0.123586565 0.77408797 0.12796581 0.040355075 0.44484615 -0.3941548 0.36547327 -0.4790069 0.21909998
recentija_atr_useful_0 -0.14771144 -0.49100193 0.58443767 0.02831621 -0.0014263592 -0.8048674 1.0489148 0.10635289 0.15101537 -0.59657305 -0.07494537 0.081221156 0.33897233 -0.090071484 -0.65608215 -0.25538805 -0.40217108 1.6240408 0.064335026 0.0040071183 -0.040662874 0.07474696 0.91219 -0.17278922 1.0753783 0.2819409 -0.34015942 0.1895603 -0.5499929 -0.17824285 -0.49572203 -0.13327302
recentija_atr_stars_5 0.12939419 -0.6572951 0.29042724 0.3799621 -0.57541704 -0.65252197 0.43129513 0.07095108 0.17466307 0.044720724 0.8236863 0.14806092 0.8721581 0.32094035 -0.7151701 -0.3861766 -0.30023387 0.893751 -0.1195783 0.09779505 -0.66991276 0.7965755 1.194086 0.08998084 0.24957371 -0.046741452 -0.37654325 0.90094393 -0.8973107 1.0080385 -0.12449768 0.019748256
recentija_atr_stars_4 -0.2237712 -0.93484527 -0.20161457 0.47215086 -0.5728519 -0.49038172 0.35806006 -0.017756118 0.07650599 -0.056492444 0.2802651 -0.39406988 0.42400947 -0.51835686 -0.25539133 0.3026458 -1.0498254 1.6090082 -0.24939112 0.28410345 0.14761695 0.707822 0.43753514 -0.025761357 0.91060764 0.019184772 0.7069265 0.21857172 0.49718422 -0.48047188 -1.2262232 0.5646048
recentija_atr_useful_1 -0.6115694 -0.15147644 0.57940793 0.10718795 -0.38626483 -0.31141475 0.55963975 1.0671314 0.09093496 0.62409085 0.258815 -0.9941226 0.9030654 -0.54084545 -0.32485235 -0.62617594 -0.2277115 0.6315802 0.93202907 0.31698453 -0.4606922 1.2035761 0.29227367 0.06958746 0.4208046 0.08153125 0.08589196 0.41836396 0.4878998 1.1502059 -0.84829813 0.6630913
u_atribut_photos_0.0 -0.8734021 -0.7586136 0.30157056 0.1693712 -0.2835688 -0.22620867 1.3094606 0.4111241 -0.183069 0.57637984 0.8154049 -0.7095551 -0.3495078 0.5657197 0.03822914 -0.3601561 -0.19892634 0.51935035 -0.55667657 -0.030896315 -0.5974461 0.931152 0.61298174 0.62585586 0.2189197 -0.025531279 -0.33895725 0.16178189 0.06381007 -0.76888466 -0.4254957 -0.0357253
u_atribut_list_0.0 -0.8758554 -0.7279376 0.29008144 0.17467758 -0.31465998 -0.18249713 1.3470845 0.42457122 -0.1995547 0.55638486 0.81563824 -0.69891167 -0.36210433 0.5755893 0.010752571 -0.30733168 -0.12914565 0.5389435 -0.58889735 -0.026111098 -0.6085575 0.94059664 0.6280506 0.6223936 0.23524854 -0.01662677 -0.3454406 0.13317578 0.03496993 -0.7452347 -0.4086473 0.016576836
u_atribut_cute_0.0 -0.8699372 -0.7987855 0.24854335 0.22623675 -0.2819141 -0.20693871 1.3767065 0.3876278 -0.18982144 0.5835295 0.8523178 -0.7032529 -0.33430105 0.60480714 -0.005315953 -0.31373352 -0.14703968 0.4803525 -0.5615804 -0.010848271 -0.6264175 0.92556566 0.6218046 0.6269298 0.19377708 -0.026532844 -0.35816333 0.12579636 0.043673392 -0.71800345 -0.35324338 0.022062883
u_atribut_profile_0.0 -0.8766892 -0.7706793 0.30631545 0.24549495 -0.28931177 -0.22615603 1.3423576 0.43613783 -0.15961199 0.5666159 0.78536505 -0.714853 -0.34631673 0.5647088 0.02421424 -0.34506905 -0.13396779 0.47632638 -0.59173274 -0.008986433 -0.6360517 0.9148877 0.62038803 0.607093 0.1975485 -0.036705106 -0.33295956 0.19108437 -0.003896049 -0.7628697 -0.37788638 0.025983427
u_atribut_hot_0.0 -0.7442246 -0.85915774 0.615532 0.09342689 -0.60498315 -0.5084437 1.4737055 0.3218354 -0.1751656 0.5033032 1.083261 -0.44776317 -0.2560339 0.046335705 0.07620743 0.04745504 0.2148825 0.5511006 -0.38961223 -0.070123516 -0.5958032 1.067187 0.43066677 0.6893622 -0.081630036 0.23942116 -0.31426644 0.22942957 -0.3251281 -1.0559738 -0.5188441 -0.30336758
u_atribut_writer_0.0 -0.7145674 -0.85145277 0.6294856 0.10665525 -0.4916103 -0.4611377 1.2889069 0.32822496 0.111765645 0.65612805 1.2914977 -0.592137 -0.18525033 0.03480521 0.10713154 0.062498823 0.3652268 0.4433881 -0.6053387 -0.108340025 -0.51676923 0.93554884 0.3781925 0.59041995 0.100515336 0.31970158 -0.36484182 0.16188593 -0.32806242 -1.0436045 -0.36655948 -0.08924868
u_atribut_note_0.0 -0.8333468 -0.86562693 0.54395723 0.21757478 -0.5493145 -0.46837687 1.2747482 0.4745086 -0.11953221 0.31241116 1.2483414 -0.5289466 -0.3112636 -0.024012962 0.14710285 -0.1364795 0.24711277 0.53951776 -0.4388246 -0.01387944 -0.8394338 0.9953914 0.24653734 0.4514231 0.090015434 0.47423744 -0.53276795 0.34834868 -0.44722775 -1.1449962 -0.39286426 -0.24292284
u_atribut_more_0.0 -0.7600545 -0.873283 0.57754874 0.18334594 -0.94082445 -1.1136584 1.4734142 -0.008349845 -0.18196154 0.20305838 1.0310761 -0.6106666 -0.04381899 0.14394605 0.121656165 -0.19217227 0.29657307 0.200901 -0.35609764 0.106967434 -0.8486381 1.1181796 0.5017459 0.5614032 -0.1442509 0.47183403 -0.27935773 0.2951354 -0.20527491 -1.268731 -0.2995806 -0.107851945
u_atribut_funny_0.0 -0.6516942 -0.996284 0.41651458 0.07794079 -0.15479462 -0.25939456 1.4723494 0.9016606 -0.09575567 0.23287049 1.2310202 -0.17318457 -0.18626787 0.10659916 -0.24774879 0.039919708 0.16683987 0.16071424 -0.21681751 -0.1805842 -0.43697053 1.1546326 0.59315103 0.7459125 -0.37396908 0.48960185 -0.23407309 0.4577471 0.009337488 -1.1551871 -0.24400096 -0.6035442
recentija_atr_funny_1 -1.0423445 -0.93282676 0.3102313 0.62507915 0.77350444 0.018817062 -0.5504366 0.03738559 -0.39165324 -0.9985914 0.37909663 -0.74268466 0.62289166 -0.28109217 -0.15209404 -0.24747787 -0.49613678 1.1719607 0.24468394 1.3628294 -0.8899842 1.7966198 -0.07743173 0.94721013 0.3136706 0.23628409 -0.5025645 0.09593024 0.07472939 0.7657952 -0.7271835 0.13552137
recentija_atr_stars_3 0.50514597 -0.7747508 0.5176453 -0.12492931 -0.21572545 -0.66330844 1.2872713 1.0719846 -1.081597 -0.26988414 -0.86307144 -0.60162956 -0.5528633 0.24847376 -0.11435961 -0.12931001 0.24624938 2.0625956 -0.20741071 1.329935 0.053866383 0.7989722 -0.0066169263 -0.20822203 -0.296838 0.77922654 -0.063787475 0.013743821 -0.3454398 0.6734653 -0.34120288 0.33134845
u_atribut_plain_0.0 -0.664869 -1.185119 0.5316446 -0.38192004 -0.8251126 -0.66976285 1.4479312 0.06758351 -0.109791875 0.37178576 1.5061424 -0.44575194 -0.4272249 -0.15819125 -0.08257947 -0.25964698 0.45465645 0.42289802 0.14846298 0.12409821 -0.35679862 1.3293803 0.666558 0.330138 -0.11486029 0.115025304 -0.377917 -0.6004157 -0.32119897 -0.80783916 -0.37622657 -0.8947406
dan_Wednesday -0.4792673 0.14042129 0.79072136 0.041884642 0.48693335 0.043070935 0.079695776 0.010569721 -0.706687 0.21433267 0.48674905 -0.47454137 -0.20144771 -0.58719194 -0.2153792 0.25521576 -0.9745895 -0.3791179 0.4865122 0.6693323 -0.1323044 -0.18378358 0.7748468 -0.302091 0.47115326 -0.11035186 -0.5424494 0.5630778 0.028825969 -0.09004498 0.62892133 0.71671426
dan_Thursday -0.39764926 0.15398002 0.7765859 -0.05935121 0.48259783 0.10639923 0.10283849 -0.040462073 -0.7101504 0.12307611 0.4306659 -0.42698386 -0.2769197 -0.50114214 -0.18817028 0.28965953 -1.0262159 -0.37675217 0.43682596 0.6103636 -0.15230691 -0.11425169 0.8322334 -0.31701705 0.39654246 -0.12653874 -0.6247733 0.5898678 0.004332985 -0.13386543 0.6173593 0.76523805
u_atribut_cool_0.0 -0.7106352 -0.8154908 0.92557186 -0.037909087 -0.29246926 -0.80199355 1.2041785 0.6257356 0.14234555 0.5698784 1.06568 -0.6990476 -0.57259417 0.05320348 0.35236263 -0.02991521 0.30983016 -0.07411105 -0.29803216 0.05830364 -0.9421544 1.012979 1.1245676 0.3864616 0.16441461 0.7259217 -0.14770387 0.2850669 -0.26932618 -0.9045542 -0.6955831 -0.631202
dan_Tuesday -0.46135852 0.18909203 0.77531236 0.008942758 0.52069634 0.08688875 0.07615909 -0.019751355 -0.69735354 0.14460732 0.5260652 -0.3941434 -0.24515454 -0.56858164 -0.1942262 0.2641461 -1.0227231 -0.28952155 0.41184554 0.64370835 -0.17080396 -0.19179127 0.8071581 -0.32536903 0.45349103 -0.09083221 -0.6216946 0.550677 -0.06150006 -0.11760722 0.6395565 0.70903456
dan_Friday -0.40196902 0.1332037 0.86594594 -0.075987145 0.5515971 0.17220044 0.061421067 -0.0151825845 -0.67449224 0.12541981 0.46736264 -0.38312533 -0.29538348 -0.46887684 -0.22602329 0.34399754 -0.80680597 -0.29570326 0.41652706 0.6806437 -0.18567884 -0.08611231 0.83462137 -0.2762637 0.3895679 -0.16379592 -0.55751395 0.62331927 -0.09440331 -0.2108243 0.63849604 0.7638478
u_atribut_fans_0.0 -1.1853025 -1.449918 0.4939994 -0.09353409 -0.5122191 -0.7928763 1.0411079 0.66686887 -0.16677175 0.95857704 1.420627 -0.51828307 -0.13236968 0.12220834 0.07271128 0.5059336 0.84922206 0.64475787 -0.32055238 0.1194127 -0.5538887 0.6647387 0.32215765 0.036971074 -0.09781557 0.5600666 -0.6742656 0.41021255 -0.009254723 -0.74303126 -0.4133202 -0.4933319
u_atribut_average_rate_low -0.90967715 -0.72289324 -0.32461226 0.35294738 0.38933846 -0.7714564 1.7347839 0.52809525 -0.109246984 0.6130934 0.91381824 -0.3829062 -0.79453415 0.5524416 0.30646273 -0.56238735 0.4572439 0.70729727 -0.2758407 0.42831942 -0.2380122 1.238916 0.38482004 0.6686274 0.41895372 0.20088953 -0.57184726 0.14280245 0.10587685 -0.63080126 -1.0926157 0.48911506
dan_Monday -0.41691768 0.06060467 0.6934707 -0.075553395 0.5108476 0.13490993 0.13743958 -0.17914413 -0.66450536 0.061270032 0.49725994 -0.48032814 -0.3009535 -0.5391847 -0.26078084 0.27446416 -1.1042 -0.30851004 0.33826467 0.62985134 -0.19134343 -0.23940074 0.87703127 -0.4061698 0.5242469 -0.04741567 -0.5828935 0.51967543 0.033272147 -0.13941725 0.61454886 0.58136576
dan_Saturday -0.24533306 0.15649483 1.0785608 -0.29799324 0.4821498 0.06236037 -0.105897054 -0.05322668 -0.8762008 0.30795115 0.27028945 -0.55107147 -0.47454625 -0.4323882 -0.1450328 0.27221838 -0.7521051 -0.07736199 0.44913736 0.6701755 -0.22730438 -0.081985 0.86198664 -0.29682252 0.38931122 -0.13032803 -0.46154708 0.5036161 -0.18927531 -0.33206058 0.6904879 0.62298876
atribut_Accepts Credit Cards 0.29255727 0.4007742 1.121141 -0.30845216 0.008332808 0.29631472 -0.05995141 -0.016751055 -0.27668118 0.3547781 0.34576494 -0.32773393 0.041375436 -0.5364716 -0.46308035 0.27728224 -0.51073974 0.4645062 0.5394708 0.6115659 0.62133574 0.36136752 0.77857035 0.1299519 0.2391628 0.18815094 -0.30643746 0.09188921 -0.27245584 -0.3235827 0.046858832 0.6132659
atribut_Price Range 0.31319416 0.41067433 1.191829 -0.31175146 -0.0021761218 0.26331443 -0.10950756 0.033436544 -0.32594845 0.3306634 0.3844275 -0.2998723 -0.016871454 -0.55974585 -0.43304858 0.25288418 -0.5625358 0.51559186 0.5273914 0.62914217 0.5862724 0.3650344 0.7655125 0.1584009 0.25101832 0.22246027 -0.2887617 0.06765196 -0.2899322 -0.32127944 0.041611392 0.60265523
atribut_vrednost_Accepts Credit Cards_true 0.30858058 0.37961057 1.1359673 -0.26749656 0.024955714 0.3619646 -0.04279502 0.008779611 -0.28998908 0.3586012 0.33635637 -0.3275075 0.048026714 -0.5911406 -0.42427847 0.24404585 -0.58261454 0.5560381 0.56781197 0.6613148 0.6110171 0.36718863 0.7537376 0.19174734 0.26065502 0.23943296 -0.21069843 0.10217893 -0.28488103 -0.28037286 0.046032846 0.5785421
atribut_valet 0.3089334 0.37345302 1.1555452 -0.3434102 0.0057008825 0.33536106 -0.13501397 0.06845222 -0.36260873 0.34400612 0.31339648 -0.3463146 -0.023607649 -0.49880987 -0.46914563 0.19742289 -0.6114934 0.52125245 0.5536111 0.63064665 0.6607098 0.3830281 0.81960577 0.18473387 0.34103435 0.17478086 -0.1789042 0.09474712 -0.33606943 -0.3479884 0.024184596 0.6085673
atribut_street 0.3095206 0.36638844 1.1699395 -0.28824788 0.010492347 0.33248878 -0.15913835 0.03832275 -0.3320128 0.36347863 0.33982205 -0.32061267 -0.027051976 -0.52231514 -0.39058736 0.24278529 -0.6339402 0.5243017 0.54217845 0.60184914 0.61334306 0.37534386 0.854431 0.21941291 0.28393304 0.19015235 -0.2160713 0.104965955 -0.3229916 -0.3099436 0.03816093 0.61468345
atribut_lot 0.31740203 0.35375267 1.1543694 -0.3215027 0.0049103512 0.33235124 -0.15428108 0.006200472 -0.39751804 0.3542659 0.3169921 -0.33046415 -0.070935376 -0.52052695 -0.4179037 0.27798042 -0.61007434 0.5304804 0.5372138 0.60590184 0.6586736 0.3912301 0.8108984 0.21723874 0.30893335 0.17258331 -0.1905552 0.06889017 -0.3073988 -0.37105545 -0.006072468 0.5596692
atribut_validated 0.32464874 0.3692541 1.1682674 -0.3246412 0.0010117693 0.3514656 -0.13168207 0.027079243 -0.34077594 0.3621661 0.32237595 -0.3385874 -0.049373213 -0.54769653 -0.43411866 0.27017152 -0.5854385 0.47669894 0.55263335 0.54941183 0.6444956 0.41635212 0.8410644 0.22072394 0.27268738 0.19159397 -0.20222351 0.06515648 -0.3243351 -0.37199306 0.011890861 0.5606328
atribut_garage 0.30939582 0.36316618 1.1331905 -0.32975054 0.019091666 0.33650008 -0.14751184 0.03158651 -0.3371985 0.37011614 0.35431662 -0.30298802 -0.027528675 -0.5295717 -0.45753816 0.231908 -0.5717433 0.5067072 0.5616259 0.61849594 0.64184505 0.36501932 0.8261599 0.19661006 0.28494456 0.18199368 -0.25353107 0.102533735 -0.29947868 -0.3663072 0.017478097 0.59610856
